Country,ISO3Alpha-code,Year,Age_Category,Population_age,age,Annual_population
Djibouti,DJI,2000,0,23.53,0,747.3185
Djibouti,DJI,2000,1,22.3875,1,747.3185
Djibouti,DJI,2000,2,21.504,2,747.3185
Djibouti,DJI,2000,3,20.9485,3,747.3185
Djibouti,DJI,2000,4,20.6885,4,747.3185
Djibouti,DJI,2000,5,20.45,5,747.3185
Djibouti,DJI,2000,6,20.137,6,747.3185
Djibouti,DJI,2000,7,19.732,7,747.3185
Djibouti,DJI,2000,8,19.338,8,747.3185
Djibouti,DJI,2000,9,18.951,9,747.3185
Djibouti,DJI,2000,10,18.482,10,747.3185
Djibouti,DJI,2000,11,18.007,11,747.3185
Djibouti,DJI,2000,12,17.5815,12,747.3185
Djibouti,DJI,2000,13,17.172,13,747.3185
Djibouti,DJI,2000,14,16.784,14,747.3185
Djibouti,DJI,2000,15,16.437,15,747.3185
Djibouti,DJI,2000,16,16.131,16,747.3185
Djibouti,DJI,2000,17,15.8545,17,747.3185
Djibouti,DJI,2000,18,15.6145,18,747.3185
Djibouti,DJI,2000,19,15.403,19,747.3185
Djibouti,DJI,2000,20,15.201,20,747.3185
Djibouti,DJI,2000,21,14.9875,21,747.3185
Djibouti,DJI,2000,22,14.7405,22,747.3185
Djibouti,DJI,2000,23,14.4545,23,747.3185
Djibouti,DJI,2000,24,14.1325,24,747.3185
Djibouti,DJI,2000,25,13.7745,25,747.3185
Djibouti,DJI,2000,26,13.382,26,747.3185
Djibouti,DJI,2000,27,12.957,27,747.3185
Djibouti,DJI,2000,28,12.502,28,747.3185
Djibouti,DJI,2000,29,12.017,29,747.3185
Djibouti,DJI,2000,30,11.5205,30,747.3185
Djibouti,DJI,2000,31,11.03,31,747.3185
Djibouti,DJI,2000,32,10.5455,32,747.3185
Djibouti,DJI,2000,33,10.0745,33,747.3185
Djibouti,DJI,2000,34,9.6165,34,747.3185
Djibouti,DJI,2000,35,9.1755,35,747.3185
Djibouti,DJI,2000,36,8.751,36,747.3185
Djibouti,DJI,2000,37,8.341,37,747.3185
Djibouti,DJI,2000,38,7.953,38,747.3185
Djibouti,DJI,2000,39,7.581,39,747.3185
Djibouti,DJI,2000,40,7.2245,40,747.3185
Djibouti,DJI,2000,41,6.888,41,747.3185
Djibouti,DJI,2000,42,6.5695,42,747.3185
Djibouti,DJI,2000,43,6.265,43,747.3185
Djibouti,DJI,2000,44,5.9755,44,747.3185
Djibouti,DJI,2000,45,5.698,45,747.3185
Djibouti,DJI,2000,46,5.4385,46,747.3185
Djibouti,DJI,2000,47,5.213,47,747.3185
Djibouti,DJI,2000,48,5.0685,48,747.3185
Djibouti,DJI,2000,49,5.049,49,747.3185
Djibouti,DJI,2000,50,5.0965,50,747.3185
Djibouti,DJI,2000,51,5.0255,51,747.3185
Djibouti,DJI,2000,52,4.801,52,747.3185
Djibouti,DJI,2000,53,4.553,53,747.3185
Djibouti,DJI,2000,54,4.3195,54,747.3185
Djibouti,DJI,2000,55,4.0935,55,747.3185
Djibouti,DJI,2000,56,3.881,56,747.3185
Djibouti,DJI,2000,57,3.6815,57,747.3185
Djibouti,DJI,2000,58,3.494,58,747.3185
Djibouti,DJI,2000,59,3.3165,59,747.3185
Djibouti,DJI,2000,60,3.151,60,747.3185
Djibouti,DJI,2000,61,2.9925,61,747.3185
Djibouti,DJI,2000,62,2.832,62,747.3185
Djibouti,DJI,2000,63,2.6675,63,747.3185
Djibouti,DJI,2000,64,2.507,64,747.3185
Djibouti,DJI,2000,65,2.3555,65,747.3185
Djibouti,DJI,2000,66,2.208,66,747.3185
Djibouti,DJI,2000,67,2.062,67,747.3185
Djibouti,DJI,2000,68,1.9175,68,747.3185
Djibouti,DJI,2000,69,1.777,69,747.3185
Djibouti,DJI,2000,70,1.642,70,747.3185
Djibouti,DJI,2000,71,1.503,71,747.3185
Djibouti,DJI,2000,72,1.3645,72,747.3185
Djibouti,DJI,2000,73,1.2275,73,747.3185
Djibouti,DJI,2000,74,1.101,74,747.3185
Djibouti,DJI,2000,75,0.986,75,747.3185
Djibouti,DJI,2000,76,0.8785,76,747.3185
Djibouti,DJI,2000,77,0.776,77,747.3185
Djibouti,DJI,2000,78,0.68,78,747.3185
Djibouti,DJI,2000,79,0.589,79,747.3185
Djibouti,DJI,2000,80,0.504,80,747.3185
Djibouti,DJI,2000,81,0.427,81,747.3185
Djibouti,DJI,2000,82,0.357,82,747.3185
Djibouti,DJI,2000,83,0.294,83,747.3185
Djibouti,DJI,2000,84,0.2395,84,747.3185
Djibouti,DJI,2000,85,0.1915,85,747.3185
Djibouti,DJI,2000,86,0.151,86,747.3185
Djibouti,DJI,2000,87,0.1165,87,747.3185
Djibouti,DJI,2000,88,0.0885,88,747.3185
Djibouti,DJI,2000,89,0.066,89,747.3185
Djibouti,DJI,2000,90,0.0475,90,747.3185
Djibouti,DJI,2000,91,0.033,91,747.3185
Djibouti,DJI,2000,92,0.023,92,747.3185
Djibouti,DJI,2000,93,0.0155,93,747.3185
Djibouti,DJI,2000,94,0.01,94,747.3185
Djibouti,DJI,2000,95,0.0065,95,747.3185
Djibouti,DJI,2000,96,0.004,96,747.3185
Djibouti,DJI,2000,97,0.003,97,747.3185
Djibouti,DJI,2000,98,0.001,98,747.3185
Djibouti,DJI,2000,99,0.001,99,747.3185
Djibouti,DJI,2000,100,0,100,747.3185
Djibouti,DJI,2001,0,24.206,0,771.313
Djibouti,DJI,2001,1,23.127,1,771.313
Djibouti,DJI,2001,2,22.2295,2,771.313
Djibouti,DJI,2001,3,21.3675,3,771.313
Djibouti,DJI,2001,4,20.8285,4,771.313
Djibouti,DJI,2001,5,20.583,5,771.313
Djibouti,DJI,2001,6,20.3585,6,771.313
Djibouti,DJI,2001,7,20.06,7,771.313
Djibouti,DJI,2001,8,19.6675,8,771.313
Djibouti,DJI,2001,9,19.2855,9,771.313
Djibouti,DJI,2001,10,18.9075,10,771.313
Djibouti,DJI,2001,11,18.4475,11,771.313
Djibouti,DJI,2001,12,17.983,12,771.313
Djibouti,DJI,2001,13,17.5705,13,771.313
Djibouti,DJI,2001,14,17.181,14,771.313
Djibouti,DJI,2001,15,16.8165,15,771.313
Djibouti,DJI,2001,16,16.4985,16,771.313
Djibouti,DJI,2001,17,16.2215,17,771.313
Djibouti,DJI,2001,18,15.974,18,771.313
Djibouti,DJI,2001,19,15.7595,19,771.313
Djibouti,DJI,2001,20,15.568,20,771.313
Djibouti,DJI,2001,21,15.3825,21,771.313
Djibouti,DJI,2001,22,15.179,22,771.313
Djibouti,DJI,2001,23,14.9365,23,771.313
Djibouti,DJI,2001,24,14.652,24,771.313
Djibouti,DJI,2001,25,14.3265,25,771.313
Djibouti,DJI,2001,26,13.9615,26,771.313
Djibouti,DJI,2001,27,13.559,27,771.313
Djibouti,DJI,2001,28,13.1245,28,771.313
Djibouti,DJI,2001,29,12.6585,29,771.313
Djibouti,DJI,2001,30,12.1595,30,771.313
Djibouti,DJI,2001,31,11.6515,31,771.313
Djibouti,DJI,2001,32,11.1485,32,771.313
Djibouti,DJI,2001,33,10.653,33,771.313
Djibouti,DJI,2001,34,10.171,34,771.313
Djibouti,DJI,2001,35,9.7015,35,771.313
Djibouti,DJI,2001,36,9.252,36,771.313
Djibouti,DJI,2001,37,8.816,37,771.313
Djibouti,DJI,2001,38,8.398,38,771.313
Djibouti,DJI,2001,39,8.001,39,771.313
Djibouti,DJI,2001,40,7.621,40,771.313
Djibouti,DJI,2001,41,7.2575,41,771.313
Djibouti,DJI,2001,42,6.914,42,771.313
Djibouti,DJI,2001,43,6.589,43,771.313
Djibouti,DJI,2001,44,6.2805,44,771.313
Djibouti,DJI,2001,45,5.986,45,771.313
Djibouti,DJI,2001,46,5.705,46,771.313
Djibouti,DJI,2001,47,5.44,47,771.313
Djibouti,DJI,2001,48,5.211,48,771.313
Djibouti,DJI,2001,49,5.061,49,771.313
Djibouti,DJI,2001,50,5.034,50,771.313
Djibouti,DJI,2001,51,5.0745,51,771.313
Djibouti,DJI,2001,52,4.9975,52,771.313
Djibouti,DJI,2001,53,4.769,53,771.313
Djibouti,DJI,2001,54,4.5195,54,771.313
Djibouti,DJI,2001,55,4.283,55,771.313
Djibouti,DJI,2001,56,4.055,56,771.313
Djibouti,DJI,2001,57,3.84,57,771.313
Djibouti,DJI,2001,58,3.639,58,771.313
Djibouti,DJI,2001,59,3.449,59,771.313
Djibouti,DJI,2001,60,3.2675,60,771.313
Djibouti,DJI,2001,61,3.0975,61,771.313
Djibouti,DJI,2001,62,2.9365,62,771.313
Djibouti,DJI,2001,63,2.7725,63,771.313
Djibouti,DJI,2001,64,2.605,64,771.313
Djibouti,DJI,2001,65,2.443,65,771.313
Djibouti,DJI,2001,66,2.288,66,771.313
Djibouti,DJI,2001,67,2.1395,67,771.313
Djibouti,DJI,2001,68,1.991,68,771.313
Djibouti,DJI,2001,69,1.8435,69,771.313
Djibouti,DJI,2001,70,1.702,70,771.313
Djibouti,DJI,2001,71,1.559,71,771.313
Djibouti,DJI,2001,72,1.419,72,771.313
Djibouti,DJI,2001,73,1.281,73,771.313
Djibouti,DJI,2001,74,1.146,74,771.313
Djibouti,DJI,2001,75,1.021,75,771.313
Djibouti,DJI,2001,76,0.908,76,771.313
Djibouti,DJI,2001,77,0.803,77,771.313
Djibouti,DJI,2001,78,0.704,78,771.313
Djibouti,DJI,2001,79,0.61,79,771.313
Djibouti,DJI,2001,80,0.523,80,771.313
Djibouti,DJI,2001,81,0.4425,81,771.313
Djibouti,DJI,2001,82,0.37,82,771.313
Djibouti,DJI,2001,83,0.305,83,771.313
Djibouti,DJI,2001,84,0.2485,84,771.313
Djibouti,DJI,2001,85,0.199,85,771.313
Djibouti,DJI,2001,86,0.157,86,771.313
Djibouti,DJI,2001,87,0.1215,87,771.313
Djibouti,DJI,2001,88,0.092,88,771.313
Djibouti,DJI,2001,89,0.0685,89,771.313
Djibouti,DJI,2001,90,0.0495,90,771.313
Djibouti,DJI,2001,91,0.035,91,771.313
Djibouti,DJI,2001,92,0.0245,92,771.313
Djibouti,DJI,2001,93,0.016,93,771.313
Djibouti,DJI,2001,94,0.01,94,771.313
Djibouti,DJI,2001,95,0.007,95,771.313
Djibouti,DJI,2001,96,0.004,96,771.313
Djibouti,DJI,2001,97,0.003,97,771.313
Djibouti,DJI,2001,98,0.001,98,771.313
Djibouti,DJI,2001,99,0.001,99,771.313
Djibouti,DJI,2001,100,0,100,771.313
Djibouti,DJI,2002,0,24.817,0,795.574
Djibouti,DJI,2002,1,23.802,1,795.574
Djibouti,DJI,2002,2,22.9645,2,795.574
Djibouti,DJI,2002,3,22.0905,3,795.574
Djibouti,DJI,2002,4,21.248,4,795.574
Djibouti,DJI,2002,5,20.726,5,795.574
Djibouti,DJI,2002,6,20.4945,6,795.574
Djibouti,DJI,2002,7,20.2835,7,795.574
Djibouti,DJI,2002,8,19.9965,8,795.574
Djibouti,DJI,2002,9,19.6165,9,795.574
Djibouti,DJI,2002,10,19.2425,10,795.574
Djibouti,DJI,2002,11,18.873,11,795.574
Djibouti,DJI,2002,12,18.4225,12,795.574
Djibouti,DJI,2002,13,17.971,13,795.574
Djibouti,DJI,2002,14,17.5775,14,795.574
Djibouti,DJI,2002,15,17.21,15,795.574
Djibouti,DJI,2002,16,16.8725,16,795.574
Djibouti,DJI,2002,17,16.5825,17,795.574
Djibouti,DJI,2002,18,16.333,18,795.574
Djibouti,DJI,2002,19,16.11,19,795.574
Djibouti,DJI,2002,20,15.914,20,795.574
Djibouti,DJI,2002,21,15.7385,21,795.574
Djibouti,DJI,2002,22,15.562,22,795.574
Djibouti,DJI,2002,23,15.362,23,795.574
Djibouti,DJI,2002,24,15.122,24,795.574
Djibouti,DJI,2002,25,14.8335,25,795.574
Djibouti,DJI,2002,26,14.5005,26,795.574
Djibouti,DJI,2002,27,14.1275,27,795.574
Djibouti,DJI,2002,28,13.7145,28,795.574
Djibouti,DJI,2002,29,13.2685,29,795.574
Djibouti,DJI,2002,30,12.79,30,795.574
Djibouti,DJI,2002,31,12.2805,31,795.574
Djibouti,DJI,2002,32,11.76,32,795.574
Djibouti,DJI,2002,33,11.247,33,795.574
Djibouti,DJI,2002,34,10.741,34,795.574
Djibouti,DJI,2002,35,10.2485,35,795.574
Djibouti,DJI,2002,36,9.7705,36,795.574
Djibouti,DJI,2002,37,9.3105,37,795.574
Djibouti,DJI,2002,38,8.867,38,795.574
Djibouti,DJI,2002,39,8.4405,39,795.574
Djibouti,DJI,2002,40,8.0355,40,795.574
Djibouti,DJI,2002,41,7.6485,41,795.574
Djibouti,DJI,2002,42,7.2785,42,795.574
Djibouti,DJI,2002,43,6.929,43,795.574
Djibouti,DJI,2002,44,6.6,44,795.574
Djibouti,DJI,2002,45,6.2875,45,795.574
Djibouti,DJI,2002,46,5.9885,46,795.574
Djibouti,DJI,2002,47,5.703,47,795.574
Djibouti,DJI,2002,48,5.4345,48,795.574
Djibouti,DJI,2002,49,5.2005,49,795.574
Djibouti,DJI,2002,50,5.0455,50,795.574
Djibouti,DJI,2002,51,5.0125,51,795.574
Djibouti,DJI,2002,52,5.046,52,795.574
Djibouti,DJI,2002,53,4.964,53,795.574
Djibouti,DJI,2002,54,4.733,54,795.574
Djibouti,DJI,2002,55,4.48,55,795.574
Djibouti,DJI,2002,56,4.2425,56,795.574
Djibouti,DJI,2002,57,4.011,57,795.574
Djibouti,DJI,2002,58,3.795,58,795.574
Djibouti,DJI,2002,59,3.5915,59,795.574
Djibouti,DJI,2002,60,3.398,60,795.574
Djibouti,DJI,2002,61,3.213,61,795.574
Djibouti,DJI,2002,62,3.0405,62,795.574
Djibouti,DJI,2002,63,2.875,63,795.574
Djibouti,DJI,2002,64,2.7085,64,795.574
Djibouti,DJI,2002,65,2.539,65,795.574
Djibouti,DJI,2002,66,2.3735,66,795.574
Djibouti,DJI,2002,67,2.2175,67,795.574
Djibouti,DJI,2002,68,2.066,68,795.574
Djibouti,DJI,2002,69,1.915,69,795.574
Djibouti,DJI,2002,70,1.7665,70,795.574
Djibouti,DJI,2002,71,1.6175,71,795.574
Djibouti,DJI,2002,72,1.4725,72,795.574
Djibouti,DJI,2002,73,1.334,73,795.574
Djibouti,DJI,2002,74,1.197,74,795.574
Djibouti,DJI,2002,75,1.0645,75,795.574
Djibouti,DJI,2002,76,0.9415,76,795.574
Djibouti,DJI,2002,77,0.8315,77,795.574
Djibouti,DJI,2002,78,0.7285,78,795.574
Djibouti,DJI,2002,79,0.6325,79,795.574
Djibouti,DJI,2002,80,0.543,80,795.574
Djibouti,DJI,2002,81,0.46,81,795.574
Djibouti,DJI,2002,82,0.3845,82,795.574
Djibouti,DJI,2002,83,0.317,83,795.574
Djibouti,DJI,2002,84,0.258,84,795.574
Djibouti,DJI,2002,85,0.2065,85,795.574
Djibouti,DJI,2002,86,0.163,86,795.574
Djibouti,DJI,2002,87,0.1265,87,795.574
Djibouti,DJI,2002,88,0.096,88,795.574
Djibouti,DJI,2002,89,0.0715,89,795.574
Djibouti,DJI,2002,90,0.052,90,795.574
Djibouti,DJI,2002,91,0.037,91,795.574
Djibouti,DJI,2002,92,0.0255,92,795.574
Djibouti,DJI,2002,93,0.0165,93,795.574
Djibouti,DJI,2002,94,0.0105,94,795.574
Djibouti,DJI,2002,95,0.007,95,795.574
Djibouti,DJI,2002,96,0.004,96,795.574
Djibouti,DJI,2002,97,0.003,97,795.574
Djibouti,DJI,2002,98,0.001,98,795.574
Djibouti,DJI,2002,99,0.001,99,795.574
Djibouti,DJI,2002,100,0,100,795.574
Djibouti,DJI,2003,0,25.169,0,813.519
Djibouti,DJI,2003,1,24.327,1,813.519
Djibouti,DJI,2003,2,23.5635,2,813.519
Djibouti,DJI,2003,3,22.7595,3,813.519
Djibouti,DJI,2003,4,21.914,4,813.519
Djibouti,DJI,2003,5,21.099,5,813.519
Djibouti,DJI,2003,6,20.599,6,813.519
Djibouti,DJI,2003,7,20.386,7,813.519
Djibouti,DJI,2003,8,20.1905,8,813.519
Djibouti,DJI,2003,9,19.919,9,813.519
Djibouti,DJI,2003,10,19.55,10,813.519
Djibouti,DJI,2003,11,19.1845,11,813.519
Djibouti,DJI,2003,12,18.819,12,813.519
Djibouti,DJI,2003,13,18.3715,13,813.519
Djibouti,DJI,2003,14,17.92,14,813.519
Djibouti,DJI,2003,15,17.5235,15,813.519
Djibouti,DJI,2003,16,17.1515,16,813.519
Djibouti,DJI,2003,17,16.809,17,813.519
Djibouti,DJI,2003,18,16.513,18,813.519
Djibouti,DJI,2003,19,16.2585,19,813.519
Djibouti,DJI,2003,20,16.03,20,813.519
Djibouti,DJI,2003,21,15.831,21,813.519
Djibouti,DJI,2003,22,15.6535,22,813.519
Djibouti,DJI,2003,23,15.4745,23,813.519
Djibouti,DJI,2003,24,15.2755,24,813.519
Djibouti,DJI,2003,25,15.034,25,813.519
Djibouti,DJI,2003,26,14.7465,26,813.519
Djibouti,DJI,2003,27,14.4155,27,813.519
Djibouti,DJI,2003,28,14.043,28,813.519
Djibouti,DJI,2003,29,13.6315,29,813.519
Djibouti,DJI,2003,30,13.1875,30,813.519
Djibouti,DJI,2003,31,12.711,31,813.519
Djibouti,DJI,2003,32,12.2025,32,813.519
Djibouti,DJI,2003,33,11.685,33,813.519
Djibouti,DJI,2003,34,11.1735,34,813.519
Djibouti,DJI,2003,35,10.67,35,813.519
Djibouti,DJI,2003,36,10.1795,36,813.519
Djibouti,DJI,2003,37,9.7035,37,813.519
Djibouti,DJI,2003,38,9.245,38,813.519
Djibouti,DJI,2003,39,8.8015,39,813.519
Djibouti,DJI,2003,40,8.376,40,813.519
Djibouti,DJI,2003,41,7.9725,41,813.519
Djibouti,DJI,2003,42,7.586,42,813.519
Djibouti,DJI,2003,43,7.217,43,813.519
Djibouti,DJI,2003,44,6.8705,44,813.519
Djibouti,DJI,2003,45,6.5425,45,813.519
Djibouti,DJI,2003,46,6.23,46,813.519
Djibouti,DJI,2003,47,5.932,47,813.519
Djibouti,DJI,2003,48,5.6475,48,813.519
Djibouti,DJI,2003,49,5.379,49,813.519
Djibouti,DJI,2003,50,5.1445,50,813.519
Djibouti,DJI,2003,51,4.9875,51,813.519
Djibouti,DJI,2003,52,4.9515,52,813.519
Djibouti,DJI,2003,53,4.982,53,813.519
Djibouti,DJI,2003,54,4.8965,54,813.519
Djibouti,DJI,2003,55,4.6655,55,813.519
Djibouti,DJI,2003,56,4.4135,56,813.519
Djibouti,DJI,2003,57,4.1745,57,813.519
Djibouti,DJI,2003,58,3.943,58,813.519
Djibouti,DJI,2003,59,3.7265,59,813.519
Djibouti,DJI,2003,60,3.521,60,813.519
Djibouti,DJI,2003,61,3.326,61,813.519
Djibouti,DJI,2003,62,3.1395,62,813.519
Djibouti,DJI,2003,63,2.9635,63,813.519
Djibouti,DJI,2003,64,2.7965,64,813.519
Djibouti,DJI,2003,65,2.6285,65,813.519
Djibouti,DJI,2003,66,2.4565,66,813.519
Djibouti,DJI,2003,67,2.29,67,813.519
Djibouti,DJI,2003,68,2.1325,68,813.519
Djibouti,DJI,2003,69,1.98,69,813.519
Djibouti,DJI,2003,70,1.8275,70,813.519
Djibouti,DJI,2003,71,1.6785,71,813.519
Djibouti,DJI,2003,72,1.5285,72,813.519
Djibouti,DJI,2003,73,1.385,73,813.519
Djibouti,DJI,2003,74,1.2465,74,813.519
Djibouti,DJI,2003,75,1.112,75,813.519
Djibouti,DJI,2003,76,0.9825,76,813.519
Djibouti,DJI,2003,77,0.8625,77,813.519
Djibouti,DJI,2003,78,0.7545,78,813.519
Djibouti,DJI,2003,79,0.6555,79,813.519
Djibouti,DJI,2003,80,0.563,80,813.519
Djibouti,DJI,2003,81,0.478,81,813.519
Djibouti,DJI,2003,82,0.3995,82,813.519
Djibouti,DJI,2003,83,0.3295,83,813.519
Djibouti,DJI,2003,84,0.268,84,813.519
Djibouti,DJI,2003,85,0.2145,85,813.519
Djibouti,DJI,2003,86,0.1695,86,813.519
Djibouti,DJI,2003,87,0.1315,87,813.519
Djibouti,DJI,2003,88,0.1,88,813.519
Djibouti,DJI,2003,89,0.0745,89,813.519
Djibouti,DJI,2003,90,0.0545,90,813.519
Djibouti,DJI,2003,91,0.0385,91,813.519
Djibouti,DJI,2003,92,0.0265,92,813.519
Djibouti,DJI,2003,93,0.018,93,813.519
Djibouti,DJI,2003,94,0.0115,94,813.519
Djibouti,DJI,2003,95,0.007,95,813.519
Djibouti,DJI,2003,96,0.004,96,813.519
Djibouti,DJI,2003,97,0.003,97,813.519
Djibouti,DJI,2003,98,0.001,98,813.519
Djibouti,DJI,2003,99,0.001,99,813.519
Djibouti,DJI,2003,100,0,100,813.519
Djibouti,DJI,2004,0,25.028,0,826.1235
Djibouti,DJI,2004,1,24.616,1,826.1235
Djibouti,DJI,2004,2,24.03,2,826.1235
Djibouti,DJI,2004,3,23.3075,3,826.1235
Djibouti,DJI,2004,4,22.5385,4,826.1235
Djibouti,DJI,2004,5,21.726,5,826.1235
Djibouti,DJI,2004,6,20.94,6,826.1235
Djibouti,DJI,2004,7,20.463,7,826.1235
Djibouti,DJI,2004,8,20.27,8,826.1235
Djibouti,DJI,2004,9,20.092,9,826.1235
Djibouti,DJI,2004,10,19.8335,10,826.1235
Djibouti,DJI,2004,11,19.4735,11,826.1235
Djibouti,DJI,2004,12,19.1085,12,826.1235
Djibouti,DJI,2004,13,18.7375,13,826.1235
Djibouti,DJI,2004,14,18.275,14,826.1235
Djibouti,DJI,2004,15,17.8015,15,826.1235
Djibouti,DJI,2004,16,17.3765,16,826.1235
Djibouti,DJI,2004,17,16.9735,17,826.1235
Djibouti,DJI,2004,18,16.5995,18,826.1235
Djibouti,DJI,2004,19,16.2755,19,826.1235
Djibouti,DJI,2004,20,15.997,20,826.1235
Djibouti,DJI,2004,21,15.751,21,826.1235
Djibouti,DJI,2004,22,15.541,22,826.1235
Djibouti,DJI,2004,23,15.3565,23,826.1235
Djibouti,DJI,2004,24,15.177,24,826.1235
Djibouti,DJI,2004,25,14.98,25,826.1235
Djibouti,DJI,2004,26,14.746,26,826.1235
Djibouti,DJI,2004,27,14.4675,27,826.1235
Djibouti,DJI,2004,28,14.146,28,826.1235
Djibouti,DJI,2004,29,13.7855,29,826.1235
Djibouti,DJI,2004,30,13.3855,30,826.1235
Djibouti,DJI,2004,31,12.953,31,826.1235
Djibouti,DJI,2004,32,12.4895,32,826.1235
Djibouti,DJI,2004,33,11.993,33,826.1235
Djibouti,DJI,2004,34,11.487,34,826.1235
Djibouti,DJI,2004,35,10.987,35,826.1235
Djibouti,DJI,2004,36,10.495,36,826.1235
Djibouti,DJI,2004,37,10.014,37,826.1235
Djibouti,DJI,2004,38,9.547,38,826.1235
Djibouti,DJI,2004,39,9.0955,39,826.1235
Djibouti,DJI,2004,40,8.661,40,826.1235
Djibouti,DJI,2004,41,8.243,41,826.1235
Djibouti,DJI,2004,42,7.8455,42,826.1235
Djibouti,DJI,2004,43,7.4655,43,826.1235
Djibouti,DJI,2004,44,7.1045,44,826.1235
Djibouti,DJI,2004,45,6.762,45,826.1235
Djibouti,DJI,2004,46,6.439,46,826.1235
Djibouti,DJI,2004,47,6.1315,47,826.1235
Djibouti,DJI,2004,48,5.8375,48,826.1235
Djibouti,DJI,2004,49,5.556,49,826.1235
Djibouti,DJI,2004,50,5.29,50,826.1235
Djibouti,DJI,2004,51,5.057,51,826.1235
Djibouti,DJI,2004,52,4.9005,52,826.1235
Djibouti,DJI,2004,53,4.864,53,826.1235
Djibouti,DJI,2004,54,4.892,54,826.1235
Djibouti,DJI,2004,55,4.807,55,826.1235
Djibouti,DJI,2004,56,4.5775,56,826.1235
Djibouti,DJI,2004,57,4.326,57,826.1235
Djibouti,DJI,2004,58,4.0885,58,826.1235
Djibouti,DJI,2004,59,3.858,59,826.1235
Djibouti,DJI,2004,60,3.64,60,826.1235
Djibouti,DJI,2004,61,3.434,61,826.1235
Djibouti,DJI,2004,62,3.2385,62,826.1235
Djibouti,DJI,2004,63,3.0495,63,826.1235
Djibouti,DJI,2004,64,2.8725,64,826.1235
Djibouti,DJI,2004,65,2.705,65,826.1235
Djibouti,DJI,2004,66,2.5345,66,826.1235
Djibouti,DJI,2004,67,2.363,67,826.1235
Djibouti,DJI,2004,68,2.1955,68,826.1235
Djibouti,DJI,2004,69,2.0375,69,826.1235
Djibouti,DJI,2004,70,1.883,70,826.1235
Djibouti,DJI,2004,71,1.7365,71,826.1235
Djibouti,DJI,2004,72,1.587,72,826.1235
Djibouti,DJI,2004,73,1.4375,73,826.1235
Djibouti,DJI,2004,74,1.2945,74,826.1235
Djibouti,DJI,2004,75,1.1575,75,826.1235
Djibouti,DJI,2004,76,1.026,76,826.1235
Djibouti,DJI,2004,77,0.899,77,826.1235
Djibouti,DJI,2004,78,0.783,78,826.1235
Djibouti,DJI,2004,79,0.6785,79,826.1235
Djibouti,DJI,2004,80,0.583,80,826.1235
Djibouti,DJI,2004,81,0.4955,81,826.1235
Djibouti,DJI,2004,82,0.4145,82,826.1235
Djibouti,DJI,2004,83,0.3425,83,826.1235
Djibouti,DJI,2004,84,0.279,84,826.1235
Djibouti,DJI,2004,85,0.2235,85,826.1235
Djibouti,DJI,2004,86,0.1765,86,826.1235
Djibouti,DJI,2004,87,0.1365,87,826.1235
Djibouti,DJI,2004,88,0.104,88,826.1235
Djibouti,DJI,2004,89,0.0775,89,826.1235
Djibouti,DJI,2004,90,0.057,90,826.1235
Djibouti,DJI,2004,91,0.04,91,826.1235
Djibouti,DJI,2004,92,0.0275,92,826.1235
Djibouti,DJI,2004,93,0.019,93,826.1235
Djibouti,DJI,2004,94,0.0125,94,826.1235
Djibouti,DJI,2004,95,0.0075,95,826.1235
Djibouti,DJI,2004,96,0.0045,96,826.1235
Djibouti,DJI,2004,97,0.003,97,826.1235
Djibouti,DJI,2004,98,0.001,98,826.1235
Djibouti,DJI,2004,99,0.001,99,826.1235
Djibouti,DJI,2004,100,0,100,826.1235
Djibouti,DJI,2005,0,24.6205,0,839.167
Djibouti,DJI,2005,1,24.5105,1,839.167
Djibouti,DJI,2005,2,24.336,2,839.167
Djibouti,DJI,2005,3,23.7855,3,839.167
Djibouti,DJI,2005,4,23.095,4,839.167
Djibouti,DJI,2005,5,22.3555,5,839.167
Djibouti,DJI,2005,6,21.57,6,839.167
Djibouti,DJI,2005,7,20.808,7,839.167
Djibouti,DJI,2005,8,20.3535,8,839.167
Djibouti,DJI,2005,9,20.176,9,839.167
Djibouti,DJI,2005,10,20.0095,10,839.167
Djibouti,DJI,2005,11,19.76,11,839.167
Djibouti,DJI,2005,12,19.402,12,839.167
Djibouti,DJI,2005,13,19.0315,13,839.167
Djibouti,DJI,2005,14,18.648,14,839.167
Djibouti,DJI,2005,15,18.167,15,839.167
Djibouti,DJI,2005,16,17.6695,16,839.167
Djibouti,DJI,2005,17,17.2185,17,839.167
Djibouti,DJI,2005,18,16.789,18,839.167
Djibouti,DJI,2005,19,16.392,19,839.167
Djibouti,DJI,2005,20,16.0475,20,839.167
Djibouti,DJI,2005,21,15.754,21,839.167
Djibouti,DJI,2005,22,15.498,22,839.167
Djibouti,DJI,2005,23,15.2825,23,839.167
Djibouti,DJI,2005,24,15.098,24,839.167
Djibouti,DJI,2005,25,14.921,25,839.167
Djibouti,DJI,2005,26,14.7295,26,839.167
Djibouti,DJI,2005,27,14.502,27,839.167
Djibouti,DJI,2005,28,14.2315,28,839.167
Djibouti,DJI,2005,29,13.9205,29,839.167
Djibouti,DJI,2005,30,13.568,30,839.167
Djibouti,DJI,2005,31,13.1785,31,839.167
Djibouti,DJI,2005,32,12.7565,32,839.167
Djibouti,DJI,2005,33,12.303,33,839.167
Djibouti,DJI,2005,34,11.816,34,839.167
